domain,profile_id,source,source_id,location,candidate_score,matched_skill_count,matched_skills,matched_skill_labels,missing_priority_skills,missing_priority_skill_labels,candidate_readiness_index,readiness_label
Green Energy,953,stack-stackoverflow,2988,"Karlsruhe, Germany",0.101637,3,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b | http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8 | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,provide user documentation | draw design sketches | Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.683926,developing
Green Energy,919,stack-stackoverflow,2648,Ireland,0.099294,3,http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,provide user documentation | Python (computer programming) | automation technology,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.672482,developing
Green Energy,127,stack-electronics,1240,"Ludwigshafen am Rhein, Germany",0.084567,2,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,laboratory equipment | promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,0.538051,developing
Green Energy,226,stack-chemistry,160,Germany,0.084567,2,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,laboratory equipment | promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,0.538051,developing
Green Energy,234,stack-chemistry,418,Germany,0.084567,2,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,laboratory equipment | promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,0.538051,developing
Green Energy,706,stack-chemistry,1677,Czech Republic,0.084567,2,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,laboratory equipment | promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,0.538051,developing
Green Energy,1130,stack-chemistry,4945,Germany,0.084567,2,http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,laboratory equipment | promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b | http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | protect the health of others | provide high quality customer service | accounting | consult with business clients,0.538051,developing
Green Energy,122,stack-electronics,804,"Århus, Denmark",0.041363,1,http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | protect the health of others | provide high quality customer service | accounting,0.26453,weak match
Green Energy,230,stack-chemistry,283,"Helsinki, Finland",0.041363,1,http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50,promote health and safety,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca | http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | protect the health of others | provide high quality customer service | accounting,0.26453,weak match
Green Energy,4,stack-stackoverflow,95,Poland,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,31,stack-stackoverflow,834,Germany,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,39,stack-stackoverflow,917,"Munich, Germany",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,317,stack-earthscience,94,Germany,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,334,stack-earthscience,502,"Århus, Denmark",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,516,stack-stackoverflow,1796,"Bucharest, Romania",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,691,stack-biology,1590,Sweden,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,916,stack-stackoverflow,2597,Netherlands,0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Green Energy,970,stack-stackoverflow,3320,"Delft, South Holland Netherlands",0.032651,1,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3 | http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d | http://data.europa.eu/esco/skill/c5bc42be-4970-4dce-80e2-af78bae42e84 | http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9 | http://data.europa.eu/esco/skill/93a68dcb-3dc6-4dbe-b196-f6d212228a50 | http://data.europa.eu/esco/skill/4cde32b5-fc2f-4257-a8b9-5b15a67ee3e5 | http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca,monitor developments in field of expertise | crowdsourcing strategy | digital curation | build team spirit | sales activities | manage maintenance operations | laboratory equipment | promote health and safety | protect the health of others | provide high quality customer service,0.221978,weak match
Education,317,stack-earthscience,94,Germany,0.082351,2,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24 | http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,climatology | Python (computer programming),http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,monitor developments in field of expertise | digital curation | process booking | make reservations | arrange bookings | respond to inquiries in written form | sell tourist packages | crowdsourcing strategy | solve technical problems | innovation processes,1.0,strong match
Education,23,stack-stackoverflow,476,Germany,0.067669,2,http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d | http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42,Python (computer programming) | coordinate security,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,monitor developments in field of expertise | digital curation | process booking | make reservations | arrange bookings | respond to inquiries in written form | sell tourist packages | crowdsourcing strategy | solve technical problems | climatology,0.866286,strong match
Education,638,stack-physics,1236,Czech Republic,0.044762,1,http://data.europa.eu/esco/skill/cfccea88-0558-40d4-b896-56a1e7993e24,climatology,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e | http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3 | http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333 | http://data.europa.eu/esco/skill/fdc21239-053c-4b52-9bef-2bc2771a4939 | http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e | http://data.europa.eu/esco/skill/0fe57279-53a8-478f-bcf9-dfe8172f0fb6 | http://data.europa.eu/esco/skill/4b406514-b3ed-4906-a347-7ebe6be52450 | http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a | http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,monitor developments in field of expertise | digital curation | process booking | make reservations | arrange bookings | respond to inquiries in written form | sell tourist packages | crowdsourcing strategy | solve technical problems | innovation processes,0.532664,developing
